
 Lista de Imóveis da Caixa;;Data de geração:;22/06/2026;;;;;;;
 8555527021671 ;SC ;ITAPEMA ;Casa Branca ; RUA 880 A, N. 144, Apto 802, BL C ;360.000,00;360.000,00;0.00;Não;Apartamento, 61.40 de área total, 49.98 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527021671
 1444419844310 ;SC ;ITAPOA ;BARRA DO SAI ;AVENIDA DOM HENRIQUE II, N. 3306, Apto 04, VG 03 LT 06 QD 12 ;331.403,44;520.000,00;36.27;Sim;Apartamento, 92.96 de área total, 69.64 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419844310
 1444418401155 ;SC ;ITUPORANGA ;CERRO NEGRO ;RODOVIA SC 350, N. SN, AREA 13 ;138.473,13;220.000,00;37.06;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 800.22 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418401155
 8444425748694 ;SC ;JAGUARUNA ;Riachinho ; RUA CURIO, N. SN, LT 03 QD F ;145.011,23;105.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 296.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425748694
 8444432564390 ;SC ;JARAGUA DO SUL ;RIBEIRAO CAVALO ; RUA PAULO VOLTOLINI, N. 100, Apto 355, BL 05 PAV 03 VG 172 ;84.892,14;145.000,00;41.46;Não;Apartamento, 49.51 de área total, 42.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432564390
 8787702231839 ;SC ;JARAGUA DO SUL ;BARRA DO RIO CERRO ;RUA FRIDA PISKE KRUGER, N. 1120, Apto 404, BL A VG 16 ;145.507,90;210.000,00;30.72;Não;Apartamento, 79.48 de área total, 55.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702231839
 8787710332860 ;SC ;JOINVILLE ;JOAO COSTA ;RUA ISRAEL, N. 48, Apto 102, BL 14, 1º PAV, VG Nº 144 ;103.704,06;175.000,00;40.75;Não;Apartamento, 46.32 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710332860
 8555540254579 ;SC ;JOINVILLE ;VILA NOVA ; RUA JULIO STOLF, N. SN, Apto 605, BL B ;142.037,17;235.000,00;39.56;Não;Apartamento, 61.65 de área total, 50.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540254579
 8787715701286 ;SC ;JOINVILLE ;FLORESTA ;RUA AQUINO MANOEL QUINTINO, N. 536, Apto 804, TR 05, VG 321 ;114.234,15;189.000,00;39.56;Não;Apartamento, 68.57 de área total, 44.31 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715701286
 8787717817303 ;SC ;JOINVILLE ;JOAO COSTA ;RUA JOAO DA COSTA JUNIOR, N. 852, Apto 201, BL 06 ;118.465,05;196.000,00;39.56;Não;Apartamento, 82.97 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717817303
 8787708693265 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA JARIVATUBA, N. 2120, Apto 101, BL 03, VG 56 ;132.970,97;220.000,00;39.56;Não;Apartamento, 84.23 de área total, 48.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708693265
 8787705947002 ;SC ;JOINVILLE ;PARANAGUAMIRIM ;RUA BOEHMERWALD, N. 123, Apto 201, BL 02 ;139.015,11;230.000,00;39.56;Não;Apartamento, 0.00 de área total, 42.85 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705947002
 8444430323795 ;SC ;JOINVILLE ;SAGUACU ;RUA JULIO STOLF, N. SN, Apto 507, BL E, VG DESCOBERTA Nº 220 ;146.953,08;240.000,00;38.77;Não;Apartamento, 62.12 de área total, 51.14 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430323795
 1787701141404 ;SC ;JOINVILLE ;JOAO COSTA ;RUA ISRAEL, N. 68, Apto 101, BL 15 VG 225 ;129.031,78;205.000,00;37.06;Não;Apartamento, 76.72 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701141404
 8787712637536 ;SC ;JOINVILLE ;JOAO COSTA ;RUA JOAO DA COSTA JUNIOR, N. 852, Apto 404, BL 04 VG 80 ;154.695,84;215.000,00;28.05;Não;Apartamento, 59.61 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712637536
 8444405819049 ;SC ;JOINVILLE ;MORRO DO MEIO ;RUA ANTONIO ALVES, N. 851, Apto 201, ;245.000,00;245.000,00;0.00;Não;Apartamento, 72.31 de área total, 61.19 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405819049
 8444426488394 ;SC ;JOINVILLE ;PETROPOLIS ;RUA JACINTO MACHADO, N. 204, UNIDADE 06, ;257.000,00;257.000,00;0.00;Não;Casa, 63.04 de área total, 60.90 de área privativa, 63.04 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426488394
 8787714376314 ;SC ;JOINVILLE ;JOAO COSTA ;RUA FERNANDO NUNES SANTANA, N. 180, Apto 406, TORRE 01 ;236.900,00;230.000,00;0.00;Não;Apartamento, 52.97 de área total, 46.03 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714376314
 8787702610058 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA ANTONIO JOSE DA COSTA, N. 340, Apto 203, BL 08 ;188.730,00;174.000,00;0.00;Não;Apartamento, 51.54 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702610058
 1444406575951 ;SC ;JOINVILLE ;BOM RETIRO ;RUA DOS BUZIOS, N. SN, CS GEMINADA 02 ;729.475,00;650.306,00;0.00;Não;Casa, 141.67 de área total, 137.47 de área privativa, 118.32 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406575951
 1444416490207 ;SC ;JOINVILLE ;PETROPOLIS ;RUA WALDEMAR CERCAL, N. 380, CS 02 LT04 QD D ;557.933,00;440.000,00;0.00;Não;Casa, 0.00 de área total, 112.17 de área privativa, 499.45 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416490207
 8444430436670 ;SC ;LAGES ;PROMORAR ;RUA JOSE MARIA RIBAS PINTO, N. 610, Apto 403, BL H ;76.842,01;150.000,00;48.78;Não;Apartamento, 53.42 de área total, 46.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430436670
 8444400217393 ;SC ;LAGES ;DOM DANIEL ;RUA RIACHO IPIRANGA, N. 104, Apto 01, ;132.970,97;220.000,00;39.56;Não;Apartamento, 69.96 de área total, 67.46 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400217393
 1555512847040 ;SC ;LAGES ;Varzea ;RUA INACIO DE ALVARENGA PEIXOTO, N. 610, ;500.000,00;500.000,00;0.00;Não;Casa, 0.00 de área total, 246.22 de área privativa, 300.00 de área do terreno,  5 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555512847040
 1444419619510 ;SC ;MAFRA ;VILA FERROVIARIA ;RUA VICTOR CELESTINO DE OLIVEIRA, N. 246, LT 55 ;607.164,68;1.075.000,00;43.52;Sim;Casa, 0.00 de área total, 70.00 de área privativa, 639.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419619510
 8444437985874 ;SC ;MAFRA ;VILA IVETE ;RUA VEREADOR ANTENOR RAUEN, N. 295, Apto 42, BL 02 3 ANDAR 04 PAV ;150.000,00;150.000,00;0.00;Não;Apartamento, 49.69 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444437985874
 8444426471130 ;SC ;MELEIRO ;CENTRO ;RUA B, N. SN, LT 13 QD 02 ;146.305,67;112.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 375.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426471130
 1444418848397 ;SC ;MORRO DA FUMACA ;MORRO MACCARI ;RUA ANTONIO TEIXEIRA GOULART, N. SN, LT 23 QD F ;117.702,16;187.000,00;37.06;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 390.79 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418848397
 8444425636071 ;SC ;MORRO DA FUMACA ;MORRO MACCARI ;RUA JOÃO BALDISSERA, N. SN, LT 09 QD F ANTIGA  RUA PROJETADA D ;162.990,05;100.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 392.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425636071
 10291019 ;SC ;NOVA ERECHIM ;CENTRO ;Rua Luiz Polli, N. 00, Qd 135, Lt 25 ;110.000,00;100.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 300.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10291019
 8444427938555 ;SC ;PALHOCA ;BARRA DO ARIRIU ;RUA ANTONIO DA BICOTA, N. 2630, Apto 347, BL 3A ;123.904,77;205.000,00;39.56;Não;Apartamento, 0.00 de área total, 46.70 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427938555
 8787716991164 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 402, BL 13 ;131.157,73;217.000,00;39.56;Não;Apartamento, 84.55 de área total, 47.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716991164
 1787702382030 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 304, BL 22, LT 01 A 18, QD B1, VAGA 151 ;135.955,43;216.000,00;37.06;Não;Apartamento, 0.00 de área total, 47.80 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702382030
 1444422527010 ;SC ;PALHOCA ;BELA VISTA ;RUA GUARANI, N. 151, CS 01 QD A14 LT 20 VG 01 ;251.419,97;320.000,00;21.44;Não;Casa, 62.10 de área total, 54.89 de área privativa, 125.10 de área do terreno,  2 qto(s), a.serv, WC, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422527010
 8787717218680 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 201, BL 24 QD B1 LT 01 A 18 VG 189 ;182.897,54;215.000,00;14.94;Não;Apartamento, 50.88 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717218680
 8787706078318 ;SC ;PALHOCA ;BELA VISTA ;RUA SEBASTIAO ALZEMIRO DOS SANTOS, N. 387, Apto 102, BL 11 ;200.000,00;200.000,00;0.00;Não;Apartamento, 80.51 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706078318
 8787717311108 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 101, BL 22 ;245.000,00;245.000,00;0.00;Não;Apartamento, 0.00 de área total, 43.80 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717311108
 8787718858186 ;SC ;PALHOCA ;BELA VISTA ;AVENIDA PAULO ROBERTO VIDAL, N. 2050, Apto 104, BL 21 LT 01 A 18 QD B1 ;253.000,00;253.000,00;0.00;Não;Apartamento, 79.00 de área total, 43.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718858186
 1444419934912 ;SC ;PALMITOS ;PALMITOS ;RUA FELIX PIGOZZO, N. 152, LT 10, QD 02, CS 152 ;1.106.000,00;1.106.000,00;0.00;Não;Casa, 0.00 de área total, 204.80 de área privativa, 418.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419934912
 10300974 ;SC ;PRESIDENTE GETULIO ;CENTRO ;Rua 1º de Junho, N. 00, Lt 10 ;270.000,00;270.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 450.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10300974
 8444407172336 ;SC ;RIO DO OESTE ;BAIRRO VILA NOVA ; RUA DO EXPEDICIONARIO, N. 175, SN, ;171.445,26;280.000,00;38.77;Não;Casa, 54.14 de área total, 54.14 de área privativa, 463.00 de área do terreno,  2 qto(s), a.serv, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407172336
 1787700245885 ;SC ;RIO FORTUNA ;CENTRO ;RUA PAULO MATHEUS RICKEN, N. 85, Apto 302 ;207.127,15;325.000,00;36.27;Não;Apartamento, 0.00 de área total, 66.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700245885
 10216482 ;SC ;RIO NEGRINHO ;VILA NOVA ;RUA JOSEPH STRENZEL, N. 191 ;613.733,67;1.070.000,00;42.65;Não;Galpão, 0.00 de área total, 420.00 de área privativa, 612.76 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10216482
 1444422580328 ;SC ;SANTO AMARO DA IMPERATRIZ ;São Francisco ;RUA LEOPOLDO NORBERTO COELHO, N. 141, LT 07 ;1.378.000,00;1.378.000,00;0.00;Não;Casa, 229.10 de área total, 229.10 de área privativa, 435.02 de área do terreno,  3 qto(s), a.serv, WC, 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422580328
 1444419482868 ;SC ;SAO CRISTOVAO DO SUL ;centro ;  R AFONSO FAEDO, N. SN, 0 ;414.254,30;650.000,00;36.27;Não;Casa, 0.00 de área total, 194.02 de área privativa, 525.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419482868
 1444421408661 ;SC ;SAO FRANCISCO DO SUL ;IPEROBA ;RUA GUILHERME LUIS WINTER, N. SN, LT 07 VILA II ;975.090,88;1.530.000,00;36.27;Sim;Casa, 282.95 de área total, 475.84 de área privativa, 910.55 de área do terreno,  4 qto(s), 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421408661
 8444429817640 ;SC ;SAO JOAO BATISTA ;CENTRO ;RUA VANDERLI FRANCO, N. 334, CS 05 ;221.402,14;220.000,00;0.00;Não;Casa, 56.51 de área total, 56.26 de área privativa, 114.24 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429817640
 8444413168655 ;SC ;SAO JOAO BATISTA ;Tajuba II ; RUA JOÃO BATISTA CLEMES, N. 78, CASA 01 ;332.469,73;305.000,00;0.00;Não;Casa, 78.36 de área total, 78.36 de área privativa, 126.31 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413168655
 8787714857860 ;SC ;SAO JOSE ;SERRARIA ;RUA SAO BENEDITO, N. 1090, Apto 107,  BL C VG 42 ;198.000,00;330.000,00;40.00;Não;Apartamento, 75.40 de área total, 45.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714857860
 8787707100023 ;SC ;SAO JOSE ;SERRARIA ;RUA WENCESLAU EVARISTO SILVA, N. 45, Apto 403, BL 08 VG 82 ;146.953,08;240.000,00;38.77;Não;Apartamento, 74.02 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707100023
 1444415258750 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA MATHIAS SCHELL, N. 22, Apto 302, BL B ;147.914,48;235.000,00;37.06;Não;Apartamento, 54.74 de área total, 47.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415258750
 8040800631326 ;SC ;SAO JOSE ;SERTAO DO MARUIM ;RUA MATHIAS SCHELL, N. 313, Apto 33, BL 03 ;147.473,88;234.300,00;37.06;Não;Apartamento, 46.44 de área total, 41.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8040800631326
 10286325 ;SC ;SAO JOSE ;SERRARIA ;RUA PEDRO D. CURSIO, N. 00, LT 60 ;200.116,69;314.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 316.80 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286325
 10286326 ;SC ;SAO JOSE ;SERRARIA ;RUA PEDRO D. CURSIO, N. 00, LTS 58 E 59 ;385.511,42;604.900,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 633.60 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286326
 10286330 ;SC ;SAO JOSE ;SERRARIA ;RUA PEDRO D. CURSIO, N. 00, LT 61 ;200.116,69;314.000,00;36.27;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 316.80 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286330
 8787709435642 ;SC ;SAO JOSE ;SERRARIA ;RODOVIA BR-101, N. KM 200, Apto 204, BL 17 VG 248 AREA 1 ;172.977,17;265.000,00;34.73;Não;Apartamento, 46.34 de área total, 40.28 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709435642
 1600000160770 ;SC ;SAO JOSE ;AREIAS ;RUA AUGUSTO JORGE BRUGGEMANN, N. 550, Apto 301, LT 10 QD 09 ;872.000,00;872.000,00;0.00;Não;Apartamento, 250.33 de área total, 186.64 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1600000160770
 8444428224572 ;SC ;SAO JOSE ;REAL PARQUE ;RUA ALMERINDA FRANCISCO DOS SANTOS, N. 19, Apto 32, BL  5 VG 02 DEPÓSITO 02 ;256.500,00;256.500,00;0.00;Não;Apartamento, 67.01 de área total, 57.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428224572
 8444429239786 ;SC ;SAO JOSE ;FORQUILHAS ;RUA FRANCISCO IGNACIO DO NASCIMENTO, N. 852, CS 02 ;298.000,00;298.000,00;0.00;Não;Casa, 0.00 de área total, 68.37 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429239786
 8444433449269 ;SC ;SCHROEDER ;CENTRO NORTE ;RUA 03 DE OUTUBRO, N. 98, Apto 101, BL A ;180.629,83;295.000,00;38.77;Não;Apartamento, 71.12 de área total, 63.67 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444433449269
 1555536433040 ;SC ;SEARA ;CENTRO ; RUA PADRE ANCHIETA, N. S/N°., LT 06 ;387.487,09;608.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 23311.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555536433040
 8555535323274 ;SC ;TIJUCAS ;XV DE NOVEMBRO ;AVENIDA EMILIA RAMOS, N. 207, Apto 302, BL 1B VAGA DE GARAGEM 08 ;285.000,00;285.000,00;0.00;Não;Apartamento, 71.37 de área total, 53.11 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535323274
 8444420731289 ;SC ;TUBARAO ;CONGONHAS ;RUA PROFESSOR JOSE MOREIRA, N. 578, LT 08 QD 09 ;295.000,00;295.000,00;0.00;Não;Casa, 70.00 de área total, 70.00 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420731289
 8444423569768 ;SC ;TUBARAO ;SAO MARTINHO ;RUA JOSE SEDNIR VIEIRA, N. SN, LT 63 QD E ;192.518,74;192.518,74;0.00;Não;Casa, 45.00 de área total, 45.00 de área privativa, 326.60 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423569768
 8444424205980 ;SC ;TUBARAO ;SANTO ANTONIO DE PADUA ;RUA CARLOS ALBERTO MEDEIROS CORREA, N. 91, LT 07 QD C ;415.000,00;415.000,00;0.00;Não;Casa, 114.29 de área total, 44.29 de área privativa, 300.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424205980
 1444416018940 ;SC ;TUBARAO ;PRAIA REDONDA ; RUA S/D 458, N. SN, ;492.847,26;248.000,00;0.00;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 667.64 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416018940
